video_id,video_path,luminance_mean,luminance_std,blur,hr_error,snr,macc
s47_T1,/work/yj167/DATASET_1/s47/vid_s47_T1.avi,113.23940173149109,0.16682643808278144,17.310311080268256,4.614257809999998,6.183288135,0.592308938
s54_T1,/work/yj167/DATASET_1/s54/vid_s54_T1.avi,148.4446459579468,0.10830835258259003,32.34074426537482,4.614257809999998,0.395781308,0.348029069
s21_T1,/work/yj167/DATASET_1/s21/vid_s21_T1.avi,95.93781105041504,0.030742326306156913,15.342691710212456,4.1015625,-5.471247207,0.360622801
s3_T1,/work/yj167/DATASET_1/s3/vid_s3_T1.avi,119.31646936416627,0.048329248670687525,22.290203060697422,3.930664070000006,-4.877297222,0.318950958
s19_T2,/work/yj167/DATASET_1/s19/vid_s19_T2.avi,112.89212118148804,2.450722494499956,18.100554453146813,3.588867179999994,-8.115277171,0.305030266
s6_T1,/work/yj167/DATASET_1/s6/vid_s6_T1.avi,126.92352865219117,0.07768448027070185,17.85278457903114,2.734375,0.430655819,0.49789636
s13_T1,/work/yj167/DATASET_1/s13/vid_s13_T1.avi,127.0813073348999,0.12222570197287452,19.099457134439128,2.563476559999998,-2.788704701,0.421789494
s38_T1,/work/yj167/DATASET_1/s38/vid_s38_T1.avi,151.80805417060853,0.09993424013692787,12.773372199662226,2.563476559999998,-5.124775516,0.525491467
s3_T2,/work/yj167/DATASET_1/s3/vid_s3_T2.avi,105.50626415252685,0.8436037951009919,25.741297836927416,2.3925781100000023,-2.394252897,0.326575968
s10_T2,/work/yj167/DATASET_1/s10/vid_s10_T2.avi,130.72576908111571,6.008092617074308,16.794203182737938,1.196289059999998,0.457969419,0.351220337
s18_T2,/work/yj167/DATASET_1/s18/vid_s18_T2.avi,115.09202361106873,1.344686869085881,20.284012664744605,1.196289059999998,1.184476938,0.494031087
s15_T1,/work/yj167/DATASET_1/s15/vid_s15_T1.avi,145.34136365890504,0.07286923756301311,18.585192687693034,1.025390630000004,-1.792026747,0.351086477
s29_T1,/work/yj167/DATASET_1/s29/vid_s29_T1.avi,124.66505551338196,0.0541502404398939,18.90964006451497,1.025390619999996,1.141422099,0.419781906
s5_T1,/work/yj167/DATASET_1/s5/vid_s5_T1.avi,189.48005511283876,0.12281490482337211,22.553528860939306,0.854492190000002,2.701041902,0.556332465
s17_T1,/work/yj167/DATASET_1/s17/vid_s17_T1.avi,121.09238353729248,0.059632504332451174,33.35551970320954,0.68359375,0.535508106,0.427092646
s46_T1,/work/yj167/DATASET_1/s46/vid_s46_T1.avi,156.38557231903076,0.08416041105572723,21.86750390659734,0.68359375,5.556429112,0.582196068
s10_T1,/work/yj167/DATASET_1/s10/vid_s10_T1.avi,127.62235561370849,0.07906628330835325,22.931143322479976,0.512695309999998,9.721145679,0.65886199
s14_T1,/work/yj167/DATASET_1/s14/vid_s14_T1.avi,140.23018516540526,0.20786794497480057,19.336316787370833,0.512695309999998,-0.402063256,0.481597641
s28_T1,/work/yj167/DATASET_1/s28/vid_s28_T1.avi,124.20803430557251,0.9843144553591187,20.074835198214952,0.512695309999998,1.034123882,0.377340911
s32_T2,/work/yj167/DATASET_1/s32/vid_s32_T2.avi,116.37399589538575,5.592413713969752,16.01456420507722,0.34179686999999603,-7.700760923,0.307418825
s41_T1,/work/yj167/DATASET_1/s41/vid_s41_T1.avi,112.01720790863037,0.10419649939722773,20.314104566110274,0.34179688000000397,6.638280276,0.660347027
s18_T1,/work/yj167/DATASET_1/s18/vid_s18_T1.avi,118.96934895515442,0.09254087341460365,19.418418978460267,0.0,9.366307496,0.586272152
s35_T1,/work/yj167/DATASET_1/s35/vid_s35_T1.avi,146.51372109413148,0.3732572072781785,14.27600643599596,0.17089839999999867,-3.685121518,0.369649359
s43_T1,/work/yj167/DATASET_1/s43/vid_s43_T1.avi,131.4901976299286,0.1419462277836947,15.810431780171003,0.17089844000000198,3.363548375,0.470695937
s55_T1,/work/yj167/DATASET_1/s55/vid_s55_T1.avi,149.39914128303528,0.06624089177180764,13.354445666991296,0.512695309999998,-3.923568606,0.316998154
s27_T1,/work/yj167/DATASET_1/s27/vid_s27_T1.avi,157.33565051078796,0.15086204967279257,12.989458976205505,0.6835938000000112,6.69210285,0.568107726
s49_T1,/work/yj167/DATASET_1/s49/vid_s49_T1.avi,135.92678643226623,0.18763262531719588,20.75667913473726,0.8544921999999957,5.713611671,0.568515841
s11_T1,/work/yj167/DATASET_1/s11/vid_s11_T1.avi,144.7798440361023,0.06019238883687753,72.38132455214995,1.538085929999994,-1.701753655,0.424716828
s17_T2,/work/yj167/DATASET_1/s17/vid_s17_T2.avi,118.84067587852478,4.478156492114324,26.593627215501236,1.538085940000002,-4.448169709,0.340056702
s50_T1,/work/yj167/DATASET_1/s50/vid_s50_T1.avi,130.8859359073639,0.04688897965567781,17.645893439550875,1.5380858999999987,1.351935902,0.475160719
s36_T1,/work/yj167/DATASET_1/s36/vid_s36_T1.avi,130.52632088661193,0.07370465032202901,17.724675969684895,1.8798828000000043,2.975202308,0.672781924
s25_T2,/work/yj167/DATASET_1/s25/vid_s25_T2.avi,184.7124868965149,2.4571122672375614,16.102402635961415,2.905273440000002,-5.788124333,0.317983873
